Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
6_Fattahi_20_workers.fjs;1;1000;2827.444009921338;1333.0;75.10902450611917;2.121113285762444;4926350;5000000;31850.04071545601;19802
6_Fattahi_20_workers.fjs;2;1001;2882.216248877939;1370.0;71.47745027631733;2.1038074809328022;4168120;5000000;31886.99520778656;19713
6_Fattahi_20_workers.fjs;3;1002;2917.511969874489;1360.0;98.34536192094163;2.1452293896135948;3798740;5000000;32155.866884708405;21121
6_Fattahi_20_workers.fjs;4;1003;2764.9151041450764;1282.0;90.27919581922502;2.156720050035161;3761450;5000000;34066.12833786011;24776
6_Fattahi_20_workers.fjs;5;1004;2687.6239851116466;1263.0;43.19502935285297;2.1279683175864186;2268310;5000000;32792.1253349781;22301
6_Fattahi_20_workers.fjs;6;1005;2711.7201690742877;1274.0;44.90407020515282;2.1285087669342917;4998110;5000000;32197.87219262123;21376
6_Fattahi_20_workers.fjs;7;1006;2891.9232831473314;1361.0;107.01404492762721;2.1248517877643875;4455690;5000000;31852.76392197609;19861
6_Fattahi_20_workers.fjs;8;1007;2780.3883274353757;1317.0;55.31920708907676;2.1111528682121303;3784810;5000000;30400.99658036232;18380
6_Fattahi_20_workers.fjs;9;1008;3051.917101924744;1454.0;67.83888091119793;2.098980125120182;4725500;5000000;32197.62224984169;19938
6_Fattahi_20_workers.fjs;10;1009;2851.5086463306916;1346.0;64.68682669015308;2.118505680780603;2321980;5000000;32276.03920030594;21297
