Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
6_Fattahi_20_workers.fjs;10;2687.6239851116466;2836.716884584292;107.72546070147312;5;1004;32167.645062589647;3920906
