Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
2c_Hurink_rdata_28_workers.fjs;10;2006.9865963068166;2209.7852823916546;100.22526062632417;6;1005;85531.68971383572;1081110
