Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
2c_Hurink_rdata_28_workers.fjs;1;1000;2285.447777504625;1089.0;26.922386089683503;2.0986664623550273;3044630;5000000;89947.41126680374;84575
2c_Hurink_rdata_28_workers.fjs;2;1001;2185.552555209693;1021.0;29.674363062846506;2.1405999561309432;627660;5000000;86900.4377090931;80086
2c_Hurink_rdata_28_workers.fjs;3;1002;2097.601781065826;990.0;34.905785618002014;2.1187896778442687;411530;5000000;84755.94254660606;76827
2c_Hurink_rdata_28_workers.fjs;4;1003;2270.8188596296;1075.0;40.242297624004514;2.1123896368647443;718080;5000000;88395.22323012352;81836
2c_Hurink_rdata_28_workers.fjs;5;1004;2292.614350112232;1080.0;26.106670603931793;2.1227910649187334;604760;5000000;83347.38823413849;74289
2c_Hurink_rdata_28_workers.fjs;6;1005;2006.9865963068166;945.0;24.130085060168962;2.1237953400072134;1261030;5000000;88122.74549603462;84014
2c_Hurink_rdata_28_workers.fjs;7;1006;2255.330051382367;1048.0;47.40635602913885;2.1520324917770677;176750;5000000;85552.69492936134;78159
2c_Hurink_rdata_28_workers.fjs;8;1007;2173.7312539812474;1026.0;33.66529307726834;2.1186464463754846;733790;5000000;87903.85767674446;81943
2c_Hurink_rdata_28_workers.fjs;9;1008;2192.9488624807905;1027.0;35.46826236964547;2.135295873885872;119480;5000000;76512.88697266579;65381
2c_Hurink_rdata_28_workers.fjs;10;1009;2336.820736243349;1098.0;42.7378722756948;2.128252036651502;3113390;5000000;83878.30907678604;75337
