Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
2c_Hurink_rdata_50_workers.fjs;10;12599.331889483923;13093.165485252339;331.18602882009;1;1000;35826.75028297901;3238811
