Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
2a_Hurink_sdata_54_workers.fjs;1;1000;18820.500853864247;8937.0;329.94394571305526;2.1059081183690553;4496690;5000000;23716.77664232254;21998
2a_Hurink_sdata_54_workers.fjs;2;1001;18262.473650369557;8701.0;326.28219949260335;2.0988936501976276;4362260;5000000;23857.553129911423;22246
2a_Hurink_sdata_54_workers.fjs;3;1002;18769.271305764298;8902.0;345.41194225058274;2.1084330831009095;4290200;5000000;23764.88129377365;21576
2a_Hurink_sdata_54_workers.fjs;4;1003;18997.18927714894;8947.0;336.3314147458994;2.12330270226321;4439080;5000000;23837.80535888672;22560
2a_Hurink_sdata_54_workers.fjs;5;1004;18848.102649867174;8925.0;240.3154256132733;2.1118322296769945;2734130;5000000;23398.26482486725;20678
2a_Hurink_sdata_54_workers.fjs;6;1005;18495.4674904721;8755.0;245.70760925344868;2.1125605357478126;4059990;5000000;23292.04078269005;20892
2a_Hurink_sdata_54_workers.fjs;7;1006;18762.523502777898;8910.0;425.8331335022889;2.105782660244433;2419820;5000000;23843.550101041794;22682
2a_Hurink_sdata_54_workers.fjs;8;1007;19055.494799022355;9040.0;306.83808231798565;2.107908716706013;4927350;5000000;26230.592953443527;28255
2a_Hurink_sdata_54_workers.fjs;9;1008;17858.70055469984;8543.0;345.7927213770158;2.090448385192537;4965830;5000000;24154.67570734024;23515
2a_Hurink_sdata_54_workers.fjs;10;1009;17519.462602732234;8267.0;362.8033084013978;2.1192043791861903;4570940;5000000;23712.549285173416;22320
