Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
6_Fattahi_14_workers.fjs;10;1190.087229497309;1238.7358945552592;40.30467763664564;2;1001;19790.637907910346;3622796
