comparison,baseline,candidate,instance,paired_runs,baseline_median_fitness,candidate_median_fitness,quality_ratio,baseline_mean_raw_function_evaluations,candidate_mean_raw_function_evaluations,raw_fe_ratio,baseline_mean_best_found_function_evaluations,candidate_mean_best_found_function_evaluations,best_found_fe_ratio,runtime_ratio,final_robust_stdev_ratio,final_R_delta,quality_outcome,raw_fe_outcome
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,0_BehnkeGeiger_42_workers.fjs,10,198.27429057330716,198.61151302675904,1.0017007875931712,4999992,4999992,1.0,3795706.8,4626730.8,1.218937880028036,1.0000018887406716,0.9560787280476375,0.01151625157376479,loss,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,0_BehnkeGeiger_46_workers.fjs,10,315.6416811269098,314.5595659144467,0.9965716973480824,4999992,4999992,1.0,4813644,4345359.6,0.9027172761425647,0.9999961481025946,0.9967625236608915,-0.00984605812817918,win,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,0_BehnkeGeiger_60_workers.fjs,10,1824.3426689650105,1825.0875305248196,1.0004082903790392,1742596.8,2398176,1.376208196870326,1630384.8,2215932,1.3591466259989666,1.0001014522022438,0.9973859587041474,0.004391786062351688,loss,loss
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,1_Brandimarte_12_workers.fjs,10,1203.5858727018854,1196.8221041491465,0.9943803190896923,4999992,4999992,1.0,4767307.2,4501522.8,0.9442485267154589,1.0000011760917582,0.9550899140011169,0.005786191834320498,win,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,1_Brandimarte_14_workers.fjs,10,1530.2979554546687,1558.6938146418604,1.0185557714992535,4999992,4999992,1.0,4782585.6,4588012.8,0.959316399898833,0.9999945008217989,1.0757400673193418,0.0020964077281675486,loss,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,1_Brandimarte_7_workers.fjs,10,414.6465161919708,412.3639110604706,0.994495057736254,4999992,4999992,1.0,3915495.6,4381458,1.1190047053047385,1.0000017290037475,0.9303796778324738,0.0034789088985296424,win,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,2a_Hurink_sdata_18_workers.fjs,10,2837.453019168551,2861.075971454132,1.008325407372737,4999992,4999992,1.0,3844753.2,4639207.2,1.206633289231673,1.0000010545430005,0.9850299492919784,-0.007057828400507393,loss,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,2a_Hurink_sdata_1_workers.fjs,10,119.08757014924417,119.2879334232073,1.001682486876775,4999992,4999992,1.0,2673849.6,3547819.2,1.326858174820304,1.0000005439209758,1.0036358931968676,0.0018039527212052597,loss,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,2a_Hurink_sdata_38_workers.fjs,10,5382.2435426825905,5379.7841501009825,0.9995430543857586,4999992,4999992,1.0,4508493.6,4349870.4,0.9648168071038186,1.0000006425082948,0.9743165523686347,0.0035611878753551984,win,tie
rl_effect_without_pipeline,hpo_plain_ga,hpo_rl_only,2a_Hurink_sdata_40_workers.fjs,10,3699.0364594148195,3791.312588281227,1.024945990632654,4999992,4999992,1.0,4327738.8,4227542.4,0.9768478633692035,1.0000015719255708,1.0852029806794299,0.0021842078993596914,loss,tie
