Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
2a_Hurink_sdata_18_workers.fjs;10;2686.9369096428854;2784.7240935571263;85.93459149557275;4;1003;60867.36266872883;2963816
