Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
2a_Hurink_sdata_18_workers.fjs;1;1000;2729.867370918839;1292.0;37.256638562762994;2.1129004418876463;4333940;5000000;61983.680351018906;75426
2a_Hurink_sdata_18_workers.fjs;2;1001;2795.0972701007786;1327.0;44.27869599715712;2.106328010626058;193280;5000000;51875.97794651985;58612
2a_Hurink_sdata_18_workers.fjs;3;1002;2687.4399015301774;1280.0;33.418032659747325;2.0995624230704513;4647670;5000000;62856.243612766266;77002
2a_Hurink_sdata_18_workers.fjs;4;1003;2686.9369096428854;1274.0;50.643617252541475;2.1090556590603495;4433100;5000000;65526.69616794586;82409
2a_Hurink_sdata_18_workers.fjs;5;1004;2896.161372487367;1382.0;29.49999963863354;2.0956305155480224;4781820;5000000;66084.21176123619;83679
2a_Hurink_sdata_18_workers.fjs;6;1005;2797.3988639641466;1337.0;27.133505655015057;2.092295335799661;4256730;5000000;61435.01079273224;74040
2a_Hurink_sdata_18_workers.fjs;7;1006;2747.9954740905314;1288.0;43.39966534410603;2.1335368587659405;137180;5000000;47792.913029670715;51880
2a_Hurink_sdata_18_workers.fjs;8;1007;2947.6513239037577;1410.0;26.770136279320756;2.0905328538324524;2868780;5000000;64915.59993624687;84040
2a_Hurink_sdata_18_workers.fjs;9;1008;2735.8241484321643;1302.0;35.943019165792734;2.1012474258311555;1477900;5000000;65557.79596376419;81982
2a_Hurink_sdata_18_workers.fjs;10;1009;2822.868300500614;1340.0;44.83308345214143;2.106618134701951;2507760;5000000;60645.49712538719;72370
