variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,4,1003,879.0468483314135,412.0,12.84551908526122,2.1336088551733337,202212,4999992,129600.77520680428,64376
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,5,1004,888.0132617393516,422.0,11.165768271133409,2.1042968287662362,3443112,4999992,129600.04890680313,71439
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,6,1005,877.2221615038965,413.0,8.771061398403141,2.1240246041256574,619104,4999992,129600.03353762627,67104
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,7,1006,892.2939623572579,420.0,15.663974621060623,2.124509434183947,4187712,4999992,129600.64477586746,65306
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,8,1007,863.4600911943685,410.0,9.454930635122174,2.106000222425289,1819344,4999992,129600.57404947281,66843
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,9,1008,931.6097434906543,443.0,14.971573609662247,2.1029565315816123,4586184,4999992,129600.54097104073,66926
hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,10,1009,916.4951552669505,433.0,15.525616723005003,2.116616986759701,390348,4999992,129600.71760988235,68709
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,1,1000,108.24659590462647,51.0,3.6030756700787663,2.122482272639735,1013172,4999992,129600.95282459259,104975
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,2,1001,107.30960534908614,51.0,2.4214900687189385,2.1041099088056106,4001184,4999992,129600.5091817379,105073
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,3,1002,107.58927297064747,51.0,2.116711074279886,2.1095935876597545,664644,4999992,129600.93526315689,108670
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,4,1003,107.68550700299438,51.0,2.936120547795692,2.111480529470478,3596916,4999992,129600.3104133606,107507
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,5,1004,108.3712747041573,51.0,2.2487852187178032,2.1249269549834766,3029652,4999992,129600.71291017532,111650
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,6,1005,106.99555202455787,51.0,2.253346267224028,2.0979520004815266,4531500,4999992,129600.34336328506,108801
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,7,1006,108.01479935603675,51.0,3.8413810768324095,2.1179372422752305,1849860,4999992,129600.1158850193,107793
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,8,1007,107.15420721837889,51.0,1.4224518115074178,2.10106288663488,4483800,4999992,129600.62739443779,107743
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,9,1008,107.7496843788097,51.0,1.4368312826020415,2.1127389093884257,4864272,4999992,129600.52337908745,104845
hpo_with_rl,2b_Hurink_edata_1_workers.fjs,10,1009,107.2534215085931,51.0,2.5324876886782572,2.1030082648743744,3073200,4999992,129600.55561733246,104926
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,1,1000,1294.0389646342123,608.0,32.448780513081815,2.1283535602536388,4675584,4999992,129600.98584198952,105602
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,2,1001,1215.848258852404,576.0,29.240811357124805,2.1108476716187567,4396140,4999992,129600.87351751328,110927
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,3,1002,1272.7891900319134,605.0,31.846003941880074,2.1037837851767165,3296316,4999992,129600.05652189255,103450
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,4,1003,1254.234018914381,595.0,34.416915553070545,2.107956334309884,127272,4999992,129600.82481360435,107203
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,5,1004,1226.0527478773456,577.0,18.208389662463773,2.124874779683441,2301060,4999992,129600.55214118958,112005
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,6,1005,1202.8975196647532,573.0,22.43782569428453,2.099297591037964,4836624,4999992,129600.0684530735,109742
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,7,1006,1263.355434017273,589.0,50.7300007005274,2.1449158472279675,3582756,4999992,129600.84797477722,98880
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,8,1007,1279.633042355543,612.0,15.393058194858638,2.0909036639796454,4319652,4999992,129600.80212378502,105471
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,9,1008,1238.8083390585298,584.0,26.781715918744496,2.12124715592214,4883916,4999992,129600.19727063179,101155
hpo_with_rl,2b_Hurink_edata_6_workers.fjs,10,1009,1238.9390019590041,588.0,19.6074732926836,2.107039118977898,4763712,4999992,129600.52099871635,110319
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,1,1000,2201.8460751755833,1035.0,31.369096061021914,2.1273875122469406,517092,4999992,129600.42625427246,60837
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,2,1001,2057.4504945179224,958.0,39.67944639558719,2.1476518731919856,432996,4999992,129600.91038274765,59604
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,3,1002,2167.4888675959746,1010.0,26.817335138695054,2.1460285817781926,580140,4999992,129600.15401268005,63876
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,4,1003,2169.2673065926824,1016.0,38.05559776171323,2.135105616725081,2313216,4999992,129601.28985452652,64280
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,5,1004,2165.039303241396,1026.0,24.688203869078272,2.1101747594945377,409296,4999992,129600.87235546112,64549
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,6,1005,2063.1380378985373,973.0,27.234862100621914,2.1203885281588257,346824,4999992,129600.09967255592,62883
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,7,1006,2329.2099597526076,1086.0,54.9973954271522,2.1447605522583864,345072,4999992,129600.48825311661,59196
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,8,1007,2230.003571462334,1056.0,22.940565606847336,2.1117458063090284,3998628,4999992,129600.64804244041,63846
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,9,1008,2131.35355611791,1001.0,27.908426332958136,2.129224331786124,3571968,4999992,129601.26016616821,61116
hpo_with_rl,2c_Hurink_rdata_28_workers.fjs,10,1009,2113.7806722893333,988.0,33.22007257884867,2.1394541217503376,3242580,4999992,129600.84718871117,65436
hpo_with_rl,2c_Hurink_rdata_38_workers.fjs,1,1000,4729.079178845975,2216.0,61.47574737901408,2.1340610012842847,301740,1330992,129600.06630325317,35820
hpo_with_rl,2c_Hurink_rdata_38_workers.fjs,2,1001,4470.310249784781,2107.0,46.46075041109795,2.121647009864633,347268,1746108,129600.19759225845,34332
hpo_with_rl,2c_Hurink_rdata_38_workers.fjs,3,1002,4130.5786431814995,1939.0,52.659848731107815,2.130262322424703,1143876,2044152,129601.43322324753,32909
hpo_with_rl,2c_Hurink_rdata_38_workers.fjs,4,1003,4517.8102618774665,2123.0,53.67063803428735,2.1280312114354527,1781448,2395884,129600.0645365715,31424
hpo_with_rl,2c_Hurink_rdata_38_workers.fjs,5,1004,4500.668582578238,2123.0,33.58082536823785,2.119956939509297,818388,1346220,129601.38711762428,35721
