rank,status,config_id,parent_config_id,source,score,successful_runs,failed_runs,expected_runs,best_fitness,mean_fitness,median_fitness,std_fitness,mean_runtime_s,mean_function_evaluations,params
1,ok,TPE0066_7800c29c44,,TPE guided by screening summary,1.0533666430533764,36,0,36,112.18534115366573,3953.242242615011,2047.9780687841026,5476.929763905182,5859.501568469736,339952.44444444444,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":1200,""ls.interval"":20,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":128,""ls.origin_count"":2,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":16,""ls.top_k"":4,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.015,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":800}"
2,ok,TPE0064_4588395916,,TPE guided by screening summary,1.0592172978687924,36,0,36,110.61435850561803,3973.9141115234834,2019.4514032808802,5530.458859192431,4787.664418684111,447127,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":5,""ga.population_size"":360,""ga.restart_generations"":1200,""ls.interval"":20,""ls.min_predicted_improvement"":0.0,""ls.neighbors_per_origin"":200,""ls.origin_count"":2,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":12,""ls.top_k"":6,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":4,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
3,ok,TPE0023_bca4962ed7,,TPE guided by screening summary,1.0597309494070934,35,1,36,112.0847631506186,3994.8814218602565,2027.9539577076623,5512.749004464101,5756.375577129636,363938,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.use"":false,""stoch.internal_simulations"":10,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":3,""sur.n_estimators"":200,""sur.random_fraction"":0.0025,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":1200}"
4,ok,TPE0006_6278f111bf,,TPE guided by screening summary,1.0600271008849402,35,1,36,111.37409943720579,4066.278371438751,2049.2427197068723,5711.047094016084,5760.796333844321,357985.4285714286,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.use"":false,""stoch.internal_simulations"":10,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.0075,""sur.retrain_interval_real_candidates"":100,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0025,""sur.warmup_real_candidates"":1000}"
5,ok,TPE0004_4e56b30b94,,TPE guided by screening summary,1.0607067910024823,35,1,36,112.87578007039129,4003.2706340349077,2026.8303578916723,5530.824164163059,6381.762023081098,338953.82857142854,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":200,""ls.origin_count"":2,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":10,""ls.top_k"":6,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":500,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":800}"
6,ok,TPE0055_c4bc9d3ba1,,TPE guided by screening summary,1.0613977929520972,36,0,36,116.4489949678951,4034.601319266128,1985.1624547118745,5673.036540348069,5202.710183421771,392869.44444444444,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":240,""ga.restart_generations"":1200,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":4,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":10,""ls.top_k"":6,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":10,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":4,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":600}"
7,ok,TPE0057_a08ec21470,,TPE guided by screening summary,1.0620136530824904,35,1,36,113.46898186529705,4043.6778850489172,2036.1623796915242,5657.146069163306,6046.103715821675,384364.8,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":128,""ls.origin_count"":4,""ls.random_k"":4,""ls.real_eval_limit_per_origin"":12,""ls.top_k"":4,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":6,""sur.min_samples_leaf"":7,""sur.n_estimators"":200,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":800}"
8,ok,TPE0071_8834ed6804,,TPE guided by screening summary,1.0621920319061906,35,1,36,111.95138655180985,4022.6000565814566,2002.3897462576567,5562.444472098232,5206.775029250553,414662.0571428572,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.interval"":10,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":3,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":12,""ls.top_k"":8,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.0075,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":600}"
9,ok,TPE0016_71d6ed5783,,TPE guided by screening summary,1.0628116200660838,35,1,36,113.14670127250916,4021.95307252477,2053.503728392127,5534.503111002254,5327.841078948974,375617.14285714284,"{""ga.elitism_rate"":0.08,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.use"":false,""stoch.internal_simulations"":12,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.0025,""sur.retrain_interval_real_candidates"":100,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":1000}"
10,ok,TPE0035_de310393fb,,TPE guided by screening summary,1.0630503614488211,36,0,36,112.71734651568323,4068.095704193842,2082.0656434992547,5752.002719886738,4767.073996318712,339125.77777777775,"{""ga.elitism_rate"":0.08,""ga.offspring_ratio"":6,""ga.population_size"":200,""ga.restart_generations"":400,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":200,""ls.origin_count"":2,""ls.random_k"":3,""ls.real_eval_limit_per_origin"":10,""ls.top_k"":6,""ls.uncertain_k"":2,""ls.use"":true,""stoch.internal_simulations"":16,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":7,""sur.n_estimators"":200,""sur.random_fraction"":0.0025,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":600}"
11,ok,TPE0026_1900683119,,TPE guided by screening summary,1.0635059274374632,35,1,36,113.82508790173898,4061.0014843630515,2045.223260967449,5645.735020477157,6046.782691935131,326339.71428571426,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.use"":false,""stoch.internal_simulations"":10,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":8,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.0025,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":1000}"
12,ok,TPE0039_7d5772850c,,TPE guided by screening summary,1.0645977319283273,35,1,36,112.85413886610434,4020.9626865719065,2069.5097231959503,5513.254016025608,5280.248991005761,439500.1142857143,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.interval"":20,""ls.min_predicted_improvement"":0.0,""ls.neighbors_per_origin"":200,""ls.origin_count"":2,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":10,""ls.top_k"":6,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.02,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":800}"
13,ok,TPE0061_4e9dca7d96,,TPE guided by screening summary,1.0652546846607032,36,0,36,111.03946796823418,4053.5365829063576,2031.2428535049396,5753.339013180065,6267.747757421599,326656.6666666667,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":280,""ga.restart_generations"":800,""ls.interval"":10,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":200,""ls.origin_count"":4,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":8,""ls.top_k"":6,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":7,""sur.n_estimators"":200,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":100,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":800}"
14,ok,TPE0040_f49535ca7b,,TPE guided by screening summary,1.0661948713100147,36,0,36,113.4814835739112,4024.261268547691,1996.003570857271,5597.087269048798,5795.884031295776,321441.6666666667,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":240,""ga.restart_generations"":800,""ls.interval"":20,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":128,""ls.origin_count"":2,""ls.random_k"":4,""ls.real_eval_limit_per_origin"":8,""ls.top_k"":10,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":10,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":50,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":800}"
15,ok,TPE0018_20679282c2,,TPE guided by screening summary,1.0663609395082305,36,0,36,111.77633187820088,4013.391978144394,2043.7831913839323,5612.428070492246,4333.444590813584,370708.44444444444,"{""ga.elitism_rate"":0.08,""ga.offspring_ratio"":6,""ga.population_size"":200,""ga.restart_generations"":400,""ls.use"":false,""stoch.internal_simulations"":16,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":3,""sur.n_estimators"":200,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":800}"
16,ok,TPE0001_05570c1267,,TPE guided by screening summary,1.066364353261332,36,0,36,111.95313528677084,3991.936197389631,2049.308961298004,5565.699923557588,4918.318833457099,431477.3333333333,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":5,""ga.population_size"":240,""ga.restart_generations"":1200,""ls.interval"":15,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":128,""ls.origin_count"":2,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":12,""ls.top_k"":8,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
17,ok,TPE0002_0546aea869,,TPE guided by screening summary,1.066449141413787,36,0,36,112.02860089538316,4033.1197687136605,2024.8796972437376,5663.915974038735,4735.269680433803,411798.6666666667,"{""ga.elitism_rate"":0.08,""ga.offspring_ratio"":6,""ga.population_size"":200,""ga.restart_generations"":400,""ls.interval"":20,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":3,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":16,""ls.top_k"":8,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":16,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":3,""sur.n_estimators"":400,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":600}"
18,ok,TPE0053_d0d22332ab,,TPE guided by screening summary,1.0666860925622164,36,0,36,110.59796851775268,3968.825429663524,2122.3072424001675,5480.171743008238,4688.81190627151,470390,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":280,""ga.restart_generations"":1200,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":2,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":10,""ls.top_k"":10,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":4,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
19,ok,TPE0044_d2efc37048,,TPE guided by screening summary,1.0671414424108074,36,0,36,113.2514830490309,3957.4935719767873,2046.7688801109207,5504.528008527955,5310.332144962416,379815.3333333333,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":5,""ga.population_size"":360,""ga.restart_generations"":1200,""ls.interval"":15,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":2,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":8,""ls.top_k"":8,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":4,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.0075,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.02,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
20,ok,TPE0070_e445b1132a,,TPE guided by screening summary,1.0677028494879781,36,0,36,112.89834953056267,3994.107740196506,2055.8342504120205,5605.604272616389,4297.306660758124,477880.44444444444,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":5,""ga.population_size"":240,""ga.restart_generations"":1200,""ls.interval"":15,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":128,""ls.origin_count"":2,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":10,""ls.top_k"":6,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":16,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":4,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.0075,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
21,ok,TPE0045_8a0935524b,,TPE guided by screening summary,1.0686750294660463,35,1,36,110.47355295338296,4032.4075631805345,2043.6943483735004,5568.43781203389,4264.098425803866,450570.85714285716,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.interval"":15,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":2,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":12,""ls.top_k"":10,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":6,""sur.min_samples_leaf"":3,""sur.n_estimators"":400,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.02,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
22,ok,TPE0008_5304bc7c41,,TPE guided by screening summary,1.0687705238065492,36,0,36,111.93552785354542,3983.572377751553,2048.0684415093506,5493.562748671228,4127.169979453087,470800.6666666667,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":280,""ga.restart_generations"":800,""ls.interval"":10,""ls.min_predicted_improvement"":0.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":3,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":16,""ls.top_k"":8,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":8,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":50,""sur.top_fraction"":0.03,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
23,ok,TPE0030_c72af24f75,,TPE guided by screening summary,1.0689229392693949,35,1,36,112.51184236168827,4044.0111501321776,2106.5932893474555,5542.711818821389,6451.5736523968835,347673.6,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.interval"":20,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":2,""ls.random_k"":2,""ls.real_eval_limit_per_origin"":8,""ls.top_k"":6,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.0025,""sur.retrain_interval_real_candidates"":100,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":800}"
24,ok,TPE0028_6a910f6f39,,TPE guided by screening summary,1.0694125199138063,36,0,36,112.74925287205193,4050.0535107339697,2065.0423186815074,5731.088885765354,4152.449790828758,422635,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":5,""ga.population_size"":240,""ga.restart_generations"":1200,""ls.interval"":10,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":3,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":10,""ls.top_k"":8,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":4,""sur.min_samples_leaf"":7,""sur.n_estimators"":200,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.02,""sur.uncertain_fraction"":0.01,""sur.warmup_real_candidates"":1200}"
25,ok,TPE0054_ec5b9a954b,,TPE guided by screening summary,1.069675524012278,35,1,36,112.66267410013972,4057.4876901006237,2003.2670126832477,5605.898283086378,5827.581925317219,373650.5714285714,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.use"":false,""stoch.internal_simulations"":10,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":7,""sur.n_estimators"":200,""sur.random_fraction"":0.0025,""sur.retrain_interval_real_candidates"":100,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":800}"
26,ok,TPE0021_1adb680cd5,,TPE guided by screening summary,1.0697930828434683,36,0,36,109.94409726088595,4079.3577585658345,2129.3763508222173,5764.98986023024,5091.714065723949,316424.6666666667,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":200,""ga.restart_generations"":400,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":200,""ls.origin_count"":2,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":16,""ls.top_k"":6,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":8,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":3,""sur.n_estimators"":200,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.03,""sur.uncertain_fraction"":0.0025,""sur.warmup_real_candidates"":600}"
27,ok,TPE0029_7daf9d0e03,,TPE guided by screening summary,1.0700239970758008,36,0,36,112.26324028125511,4026.1460855494656,2038.520219747185,5625.220322508962,4481.195426411099,447589.3333333333,"{""ga.elitism_rate"":0.08,""ga.offspring_ratio"":6,""ga.population_size"":200,""ga.restart_generations"":1200,""ls.interval"":10,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":2,""ls.random_k"":3,""ls.real_eval_limit_per_origin"":16,""ls.top_k"":8,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":16,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":3,""sur.n_estimators"":200,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0025,""sur.warmup_real_candidates"":800}"
28,ok,TPE0003_2baf28d79f,,TPE guided by screening summary,1.0704125766350499,35,1,36,112.6373803247218,4017.690137171136,2024.3409033547694,5509.1294278466075,4321.244592462267,471808.1142857143,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":128,""ls.origin_count"":2,""ls.random_k"":4,""ls.real_eval_limit_per_origin"":8,""ls.top_k"":4,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":8,""sur.min_samples_leaf"":3,""sur.n_estimators"":500,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.03,""sur.uncertain_fraction"":0.0025,""sur.warmup_real_candidates"":800}"
29,ok,TPE0010_2cf129a54e,,TPE guided by screening summary,1.071309787228289,36,0,36,109.94401865030486,4066.48560945768,1967.4509833171376,5688.099288394235,5136.276847541332,384289.77777777775,"{""ga.elitism_rate"":0.1,""ga.offspring_ratio"":6,""ga.population_size"":200,""ga.restart_generations"":400,""ls.interval"":10,""ls.min_predicted_improvement"":2.0,""ls.neighbors_per_origin"":256,""ls.origin_count"":3,""ls.random_k"":1,""ls.real_eval_limit_per_origin"":16,""ls.top_k"":4,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":16,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":3,""sur.n_estimators"":200,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0025,""sur.warmup_real_candidates"":600}"
30,ok,TPE0031_35e764fb97,,TPE guided by screening summary,1.0716922144301482,36,0,36,113.94585062116057,4061.340234729744,2090.872183288485,5698.333838170374,5038.39313081238,383816.3333333333,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":5,""ga.population_size"":240,""ga.restart_generations"":1200,""ls.interval"":10,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":128,""ls.origin_count"":2,""ls.random_k"":4,""ls.real_eval_limit_per_origin"":8,""ls.top_k"":4,""ls.uncertain_k"":6,""ls.use"":true,""stoch.internal_simulations"":12,""sur.max_training_samples"":3000,""sur.min_real_per_generation"":4,""sur.min_samples_leaf"":7,""sur.n_estimators"":500,""sur.random_fraction"":0.0075,""sur.retrain_interval_real_candidates"":150,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":1200}"
31,ok,TPE0043_3e1c4cc84d,,TPE guided by screening summary,1.0718479893511008,36,0,36,109.99122708739192,4059.6421312226507,2147.6705635109292,5713.74930560715,4946.251018000974,338691.1111111111,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":160,""ga.restart_generations"":400,""ls.interval"":20,""ls.min_predicted_improvement"":5.0,""ls.neighbors_per_origin"":200,""ls.origin_count"":2,""ls.random_k"":4,""ls.real_eval_limit_per_origin"":12,""ls.top_k"":10,""ls.uncertain_k"":4,""ls.use"":true,""stoch.internal_simulations"":16,""sur.max_training_samples"":8000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":500,""sur.random_fraction"":0.01,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0025,""sur.warmup_real_candidates"":600}"
32,ok,TPE0032_51f02ee884,,TPE guided by screening summary,1.0720974657773286,35,1,36,112.69853080251522,4070.031278330837,2028.7101224023272,5631.48714705239,6252.4992630073,312509.2571428571,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":360,""ga.restart_generations"":800,""ls.use"":false,""stoch.internal_simulations"":8,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":3,""sur.n_estimators"":200,""sur.random_fraction"":0.005,""sur.retrain_interval_real_candidates"":75,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.005,""sur.warmup_real_candidates"":600}"
33,ok,TPE0007_40400e4091,,TPE guided by screening summary,1.072393787605828,36,0,36,109.40604040080505,4075.607422811487,2064.79239209544,5709.180926134301,5797.77833678325,329973.6111111111,"{""ga.elitism_rate"":0.05,""ga.offspring_ratio"":6,""ga.population_size"":200,""ga.restart_generations"":800,""ls.use"":false,""stoch.internal_simulations"":10,""sur.max_training_samples"":5000,""sur.min_real_per_generation"":5,""sur.min_samples_leaf"":5,""sur.n_estimators"":200,""sur.random_fraction"":0.0025,""sur.retrain_interval_real_candidates"":100,""sur.top_fraction"":0.01,""sur.uncertain_fraction"":0.0075,""sur.warmup_real_candidates"":1000}"
