Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
2d_Hurink_vdata_18_workers.fjs;10;2376.562079780335;2486.2139573905943;67.76955715238564;4;1003;57457.717221593855;1455215
