comparison,baseline,candidate,instance,run,seed,baseline_fitness,candidate_fitness,fitness_ratio,improvement_percent,baseline_runtime_s,candidate_runtime_s,baseline_function_evaluations,candidate_function_evaluations,baseline_final_R,candidate_final_R
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,1,1000,260.81704769676065,277.4343629964597,1.0637125350756182,-6.371253507561825,36694.85664892197,129601.07300591469,4989790,4983576,2.1378446532521367,2.117819564858471
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,2,1001,280.6325424526168,285.55112825802127,1.017526783467156,-1.752678346715597,35078.63677120209,129600.03589296341,4978780,4542540,2.1100191161850885,2.1309785690897107
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,3,1002,307.0732532231711,261.18398616522,0.8505592181139912,14.944078188600884,36585.94376420975,129600.16239500046,3269620,4829304,2.1324531473831327,2.1234470419936584
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,4,1003,311.1444650505168,292.8316528750469,0.941143699366477,5.885630063352298,36208.09214782715,129601.09591031075,4205320,1881696,2.145823896900116,2.137457320255817
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,5,1004,288.5117629205803,281.6038647414634,0.9760567884332034,2.3943211566796574,36563.002455472946,129602.44387483597,4663510,4629852,2.121410021474855,2.133362611677753
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,6,1005,282.46775787837066,295.3134864924032,1.0454767960439713,-4.547679604397126,36059.3068215847,129601.21262979507,3242300,981792,2.139907256654323,2.139952800669588
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,7,1006,297.88913684058264,278.71260291204663,0.9356252660572901,6.437473394270987,36441.76172208786,129602.2822098732,4631970,4968948,2.1277795488613047,2.11145911297005
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,8,1007,285.8039762215631,297.50954666256024,1.040956639567263,-4.095663956726292,36419.11933636665,129601.53249764442,4811780,4995444,2.1170664905300973,2.15586628016348
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,9,1008,299.1987537418759,304.3300556037774,1.0171501445033704,-1.715014450337038,36014.08448982239,129600.7081143856,3553710,2806464,2.121976976892737,2.1431694056604043
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_46_workers.fjs,10,1009,272.2452274879661,281.8270597621244,1.0351955931884311,-3.519559318843113,36547.818692445755,129601.26151704788,4320950,1632948,2.1104281200617527,2.135053483046397
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,1,1000,1788.944679322035,1916.9178154989365,1.071535546993773,-7.153554699377307,129600.08340167999,129602.35560202599,238710,202068,2.104640799202394,2.1065030939548754
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,2,1001,1746.2581947190406,1812.1964108518841,1.037759717510418,-3.7759717510418067,129600.61742901802,129603.4349064827,387950,124296,2.1115576719698192,2.10475773618105
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,3,1002,1954.604978157716,1904.6975040069624,0.9744667210467287,2.553327895327129,129600.8949046135,129605.4435582161,258780,299112,2.1062553643940904,2.097684475778593
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,4,1003,1940.2286687536455,1900.3626451621572,0.9794529251971639,2.054707480283613,129601.1964995861,129600.18894767761,198040,317484,2.1066543634675847,2.0952179108733815
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,5,1004,1871.819220437706,1821.7448590268339,0.9732482918947896,2.6751708105210437,129600.05177545547,129602.06965637207,314710,361896,2.1055334313135052,2.1109442167170727
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,6,1005,1886.421697060695,1842.2948713126573,0.9766081858490107,2.3391814150989343,129601.68784618378,129600.89335250854,189270,556440,2.114822530337102,2.1200171131330925
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,7,1006,1814.5030276781165,1904.3668231261267,1.049525293745584,-4.95252937455839,129600.81484079361,129603.53124403954,463620,338040,2.114805393564238,2.108933358943662
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,8,1007,1955.3009324750785,2107.495485116738,1.0778368946252213,-7.783689462522125,129600.79630637169,129600.19412469864,12910,75468,2.1024741209409448,2.107495485116738
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,9,1008,1917.864006432271,1835.3716800967898,0.9569873953216638,4.3012604678336235,129601.32161641121,129600.1174390316,179790,357132,2.107542864211287,2.1047840368082453
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,0_BehnkeGeiger_60_workers.fjs,10,1009,1837.7501432796562,1796.3535784183728,0.977474323692661,2.2525676307339038,129601.99488544464,129600.21756744385,315790,264216,2.102688951120888,2.108396218800907
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,1,1000,1208.9983843196258,1084.93199332406,0.8973808463231444,10.261915367685559,109539.37889194489,129600.41942477226,1249080,1059936,2.113633539020325,2.1231545857613696
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,2,1001,1201.8936328177522,1221.3992383639188,1.016229061385771,-1.622906138577096,110253.46946334839,129600.09247660637,3468920,1490184,2.1160099169326623,2.1241725884589893
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,3,1002,1218.5435485740002,1082.2570776351224,0.8881562574449088,11.184374255509121,109526.9440305233,129601.8672785759,154280,778488,2.108206831442907,2.117919917094173
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,4,1003,1164.0769537376348,1133.358815941389,0.9736115918302346,2.63884081697654,108974.69512104988,129601.414093256,515770,883992,2.120358749977477,2.1184276933483903
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,5,1004,1119.1444957936749,1084.2159790500314,0.9687899847830883,3.121001521691169,107636.62585520744,129601.20217347145,841710,545892,2.107616752907109,2.1052737457282165
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,6,1005,1087.246608072505,1068.2858212090568,0.9825607302679359,1.743926973206411,109755.54575800896,129601.90400123596,185510,3703692,2.111158462276709,2.1029248448997184
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,7,1006,1198.610503525013,1156.0400917474178,0.9644835318459173,3.5516468154082714,106398.14004182816,129601.3193924427,4031840,3087252,2.1176864019876556,2.128987277619554
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,8,1007,1117.7585464890092,1117.2469204336376,0.9995422749779201,0.04577250220798579,107844.76237535477,129601.13785767555,658610,679680,2.112965116236312,2.1080130574219575
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,9,1008,1148.0312556718964,1147.576668400157,0.9996040288367642,0.03959711632357532,108876.32895159721,129602.03837132454,274260,2557932,2.1142380399114113,2.121213804806205
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_12_workers.fjs,10,1009,1133.7329559654333,1088.8582231646662,0.9604186042536322,3.9581395746367765,108493.9706530571,129601.60484910011,300620,4525356,2.1151734253086443,2.1266762171184888
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,1,1000,1416.1290876768676,1479.351628981415,1.0446446173973185,-4.464461739731851,129601.09608864784,129601.12845182419,2237800,924840,2.107334951900101,2.11335946997345
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,2,1001,1467.4541509430112,1553.0394675937744,1.0583223105101884,-5.8322310510188435,129601.37736773491,129600.05322241783,133230,652524,2.1175384573492226,2.1187441576995556
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,3,1002,1434.4502018210371,1418.6525784662585,0.9889869837693052,1.1013016230694839,129600.7268652916,129602.57657623291,293870,564084,2.1063879615580574,2.101707523653716
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,4,1003,1516.0663762110094,1468.2288632794143,0.9684462938547904,3.155370614520958,129601.17758107185,129600.17467570305,236610,2877012,2.1174111399595104,2.1095242288497333
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,5,1004,1510.0214859746966,1477.480723846549,0.9784501330408931,2.154986695910688,129600.07766103745,129600.2547929287,2313380,2663604,2.1060271770916272,2.110686748352213
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,6,1005,1729.6049913077538,1509.1837185107593,0.8725597613878681,12.744023861213194,129602.57582378387,129602.11064076424,2470250,190080,2.0990351836259147,2.1077984895401665
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,7,1006,1490.9282140637342,1548.1706099474518,1.0383937974637258,-3.8393797463725843,129600.61751508713,129601.40449857712,453520,209496,2.1147917929982047,2.1121017871043
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,8,1007,1569.1613963996588,1469.0194052920078,0.936181203961925,6.381879603807505,129600.75369644165,129602.63371348381,167500,744264,2.1034335072381487,2.101601438185991
non_rl_hpo_effect,competition_no_rl,hpo_no_rl,1_Brandimarte_14_workers.fjs,9,1008,1493.7490008553964,1551.9482109871221,1.038961840375055,-3.89618403750549,129601.54570269585,129601.5435295105,609310,260280,2.1098149729595996,2.1172554038023494
