comparison,baseline,candidate,instance,paired_runs,baseline_median_fitness,candidate_median_fitness,fitness_ratio,improvement_percent,baseline_mean_runtime_s,candidate_mean_runtime_s,runtime_ratio,baseline_mean_function_evaluations,candidate_mean_function_evaluations,function_evaluations_ratio,baseline_mean_final_robust_stdev,candidate_mean_final_robust_stdev,final_robust_stdev_ratio,baseline_mean_final_R,candidate_mean_final_R,final_R_delta,outcome
rl_effect_on_competition,competition_no_rl,competition_with_rl,6_Fattahi_14_workers.fjs,10,1225.3550704966983,1209.7068251376531,0.9872296236937248,1.27703763062752,10071.412123465538,10126.77255821228,1.005496789731974,3622796,2632622,0.7266823746078995,40.98063593362738,38.79907159061778,0.9467659714567903,2.1241645202534656,2.1181042767197944,-0.0060602435336711835,win
rl_effect_on_competition,competition_no_rl,competition_with_rl,6_Fattahi_20_workers.fjs,10,2839.476328126015,2832.4670066046942,0.9975314738665398,0.24685261334601583,17245.936037921907,17056.764289855957,0.9890309376278572,3920906,3063548,0.7813367624727551,71.81690916986639,68.64205194177732,0.955792343825607,2.1236837752742015,2.1228572392338134,-0.0008265360403880706,win
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,0_BehnkeGeiger_42_workers.fjs,10,184.0975000921445,184.46865211881368,1.0020160622848404,-0.20160622848404142,129600.78484816551,129600.74340279102,0.9999996802073804,3618865.2,4359708,1.204716881966203,4.530587858416108,4.044592965250866,0.8927302795237823,2.118288345684932,2.1134939282073875,-0.004794417477544499,loss
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,0_BehnkeGeiger_46_workers.fjs,10,283.68909401007284,288.6683006658633,1.0175516322654745,-1.7551632265474515,129601.18080477715,129601.30090391636,1.000000926682446,3625256.4,4198632,1.1581613923914458,5.283900021750786,5.36860061860677,1.0160299393454304,2.1328566190385327,2.1320397588149316,-0.0008168602236011679,loss
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,0_BehnkeGeiger_60_workers.fjs,10,1871.3287582374073,1743.0032256678935,0.9314254472899872,6.857455271001278,129601.84463984966,129603.04089639187,1.0000092302431771,289615.2,337490.4,1.1653062408326635,17.572879914281465,16.458838109137652,0.9366044831252485,2.106473364630762,2.114391368547227,0.007918003916465022,win
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,1_Brandimarte_12_workers.fjs,10,1103.0525717991518,1149.464680461301,1.0420760622374037,-4.207606223740368,129601.29999184608,129600.86324808598,0.9999966300973823,1931240.4,1808493.6,0.9364414704663387,12.027160890133235,12.974310137239824,1.078750858640596,2.1176763732257062,2.116964540575628,-0.0007118326500781258,loss
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,1_Brandimarte_14_workers.fjs,10,1478.416176413982,1444.0864675517928,0.9767794012201229,2.3220598779877144,129601.24277057647,129601.66670827866,1.000003271092878,936762,1029355.2,1.0988438899101372,14.15547365947396,14.28914957224141,1.0094434079694665,2.1108264141040114,2.1078604343828036,-0.002965979721207823,win
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,1_Brandimarte_7_workers.fjs,10,368.95521394753905,367.50018821018944,0.9960563621752843,0.394363782471574,129600.42667775154,129600.52729158402,1.000000776338744,2830322.4,1936681.2,0.6842616940034817,6.223079911405006,6.189921488697653,0.994671702247213,2.12693217330159,2.12413571750322,-0.0027964557983701788,win
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,10,2832.3318069547167,2770.9287426425008,0.9783206670343346,2.1679332965665377,129600.58954002857,129600.44959871769,0.9999989202108465,1298019.6,2108283.6,1.6242309438162568,42.31413942244017,38.593623806097966,0.9120739387087917,2.107995233321523,2.112558140442575,0.004562907121052007,win
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,10,113.07410936989601,113.33264079843823,1.0022863892537637,-0.22863892537636765,129600.41370940208,129600.50113947391,1.0000006746125982,3065318.4,2630907.6,0.8582819977200411,2.6414142862635694,2.509585804170185,0.950091705500744,2.1111332381202863,2.107636188903542,-0.003497049216744319,loss
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,10,5096.064604845183,4899.537114668354,0.961435439811737,3.856456018826304,129601.4154826641,129601.48094685077,1.0000005051193803,692172,763926,1.1036649850037275,55.7305136282217,51.79068970664012,0.9293058027804275,2.119178582320526,2.117396343888504,-0.0017822384320216322,win
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,2a_Hurink_sdata_40_workers.fjs,10,3477.315886547409,3566.979939831458,1.0257854207697754,-2.5785420769775413,129600.95053641796,129601.42226221561,1.0000036398328538,1492869.6,1501855.2,1.0060190119753258,44.406322886230626,46.43340010670992,1.0456483916867578,2.1276398268588133,2.1234221811628227,-0.004217645695990591,loss
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,2a_Hurink_sdata_54_workers.fjs,10,19177.04366048726,18863.899735531195,0.9836708968024476,1.632910319755243,129600.69694409371,129600.47842013836,0.9999983138674367,3567618,3794052,1.063469239139392,343.3617982639496,315.42917898606004,0.9186496010356483,2.104051502582066,2.1026242560817647,-0.001427246500301127,win
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,2a_Hurink_sdata_61_workers.fjs,10,1998.862351105839,2012.8253097902598,1.006985452838559,-0.6985452838558892,129600.68927559853,129600.91219573021,1.0000017200535964,1907762.4,2991457.2,1.568044951509685,31.335751415384,30.152184981075614,0.9622295180154089,2.114091028699566,2.1078513608449123,-0.0062396678546536855,loss
rl_effect_on_hpo,hpo_no_rl,hpo_with_rl,2a_Hurink_sdata_63_workers.fjs,10,894.0137648565251,886.8676977373232,0.9920067594033647,0.7993240596635309,129600.7849183321,129600.55875806809,0.9999982549468034,3973910.4,2438536.8,0.6136365832505937,14.464599128617436,13.303076005743474,0.9196989067898915,2.1184191339197085,2.1143129253745463,-0.004106208545162193,win
