Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
3_DPpaulli_9_workers.fjs;1;1000;6145.651926502202;2893.0;54.21704524766253;2.1243179835818187;1629620;2188650;129600.5353167057;38447
3_DPpaulli_9_workers.fjs;2;1001;5689.001529470076;2667.0;79.58923580914146;2.1331089349344117;715650;2329950;129602.09337425232;37065
3_DPpaulli_9_workers.fjs;3;1002;5686.250194052004;2672.0;59.47267683371592;2.1280876474745525;558980;2345620;129600.54502677917;36668
3_DPpaulli_9_workers.fjs;4;1003;6010.680074965478;2817.0;74.28999392835226;2.1337167465266162;293360;2204800;129602.01262426376;38359
3_DPpaulli_9_workers.fjs;5;1004;5562.739167239689;2627.0;37.36379240023806;2.117525377708294;1685170;1921830;129601.11975622177;40172
3_DPpaulli_9_workers.fjs;6;1005;5672.174142939731;2685.0;47.30655919611453;2.1125415802382608;1845480;2249500;129600.22497797012;37672
3_DPpaulli_9_workers.fjs;7;1006;6303.236691199653;2956.0;54.27872183661831;2.1323534138023184;2089610;2156160;129602.58142113686;38750
3_DPpaulli_9_workers.fjs;8;1007;5767.27748329426;2716.0;44.23719238625136;2.123445317855029;2131360;2257550;129600.07922363281;37665
3_DPpaulli_9_workers.fjs;9;1008;5692.8071281982575;2678.0;50.71799391436262;2.125768158401142;335350;2279620;129602.13248610497;37141
3_DPpaulli_9_workers.fjs;10;1009;5557.348622737905;2600.0;65.07252213304365;2.1374417779761172;395670;2393400;129600.17987513542;35900
