Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
2a_Hurink_sdata_63_workers.fjs;8;854.8607148983949;877.4148800895671;24.25580517765962;3;1002;35189.74843096733;3343621.25
