Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
2b_Hurink_edata_6_workers.fjs;1;1000;1221.2142328701332;576.0;29.274182896435818;2.12016359873287;3878440;5000000;17711.7960357666;22314
2b_Hurink_edata_6_workers.fjs;2;1001;1247.5462477137883;593.0;27.10895361889126;2.1037879388090865;3990050;5000000;17697.929263830185;22133
2b_Hurink_edata_6_workers.fjs;3;1002;1233.9543282131488;587.0;20.609896264663995;2.102136845337562;4573080;5000000;16725.504746437073;19555
2b_Hurink_edata_6_workers.fjs;4;1003;1309.7528829147313;620.0;37.722387975025384;2.11250464986247;1630800;5000000;18041.639234781265;22508
2b_Hurink_edata_6_workers.fjs;5;1004;1197.9523662385966;566.0;17.511585855082767;2.116523615262538;2629660;5000000;17416.383685588837;21814
2b_Hurink_edata_6_workers.fjs;6;1005;1187.9278536167506;564.0;18.553405759651497;2.106255059604168;3947940;5000000;17550.697525262833;21798
2b_Hurink_edata_6_workers.fjs;7;1006;1221.0227216434446;570.0;38.578977747204625;2.1421451256902535;3998560;5000000;17775.057463884354;23085
2b_Hurink_edata_6_workers.fjs;8;1007;1234.501736162986;584.0;19.04583398975724;2.1138728358955237;1538270;5000000;17567.44087934494;22806
2b_Hurink_edata_6_workers.fjs;9;1008;1230.7752328229678;582.0;29.31322935403992;2.1147340770154086;1921380;5000000;18203.88365483284;23724
2b_Hurink_edata_6_workers.fjs;10;1009;1269.920041785533;604.0;27.05319589262247;2.1025166254727368;4037950;5000000;17448.514870882034;21354
