Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
2b_Hurink_edata_6_workers.fjs;10;1187.9278536167506;1235.456764398208;34.889732633295885;6;1005;17613.884736061096;3214613
