Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
5_Kacem_4_workers.fjs;10;28.222549504088672;31.275165695173897;1.749020174990074;2;1001;36640.4853320837;3597754
