Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
5_Kacem_4_workers.fjs;1;1000;32.682927280332166;15.0;1.222438633622154;2.178861818688811;3675750;5000000;35585.989579916;22011
5_Kacem_4_workers.fjs;2;1001;28.222549504088672;13.0;0.8719398822995617;2.1709653464683596;4494400;5000000;35882.74784350395;22570
5_Kacem_4_workers.fjs;3;1002;30.758696910434935;14.0;0.8831372288567927;2.197049779316781;4762270;5000000;36113.88435602188;22633
5_Kacem_4_workers.fjs;4;1003;30.585182076605413;14.0;1.1518860891902287;2.1846558626146724;4736220;5000000;39296.036803245544;27834
5_Kacem_4_workers.fjs;5;1004;30.827119421037082;14.0;0.7015970357416574;2.2019371015026485;2031140;5000000;36103.549186229706;22412
5_Kacem_4_workers.fjs;6;1005;30.25482780129297;14.0;0.479522760725802;2.1610591286637835;2323410;5000000;35309.500978946686;21437
5_Kacem_4_workers.fjs;7;1006;34.47218944833628;16.0;1.0676281885365317;2.1545118405210175;4886030;5000000;37842.14266252518;24662
5_Kacem_4_workers.fjs;8;1007;30.222424552982993;14.0;0.73055130990284;2.1587446109273567;4860180;5000000;35475.54336333275;21512
5_Kacem_4_workers.fjs;9;1008;31.83784256229276;15.0;1.0830697291278786;2.122522837486184;1438400;5000000;38671.55930399895;27334
5_Kacem_4_workers.fjs;10;1009;32.88789739433571;15.0;0.898994318385992;2.192526492955714;2769740;5000000;36123.89924311638;23067
