Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
2b_Hurink_edata_1_workers.fjs;10;107.12000040152562;108.78941425130611;2.533285243297471;9;1008;13182.725579214097;3131141
