variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,10,1009,891.1620699357776,418.0,16.873060234506067,2.131966674487506,4045350,5000000,33604.81531739235,28212
competition_with_rl,2b_Hurink_edata_1_workers.fjs,1,1000,109.77428326102103,52.0,2.581290175712223,2.111043908865789,4508040,5000000,13994.071347951889,17757
competition_with_rl,2b_Hurink_edata_1_workers.fjs,2,1001,107.91455041428793,51.0,2.7056757799889604,2.1159715767507437,3224010,5000000,13772.2067091465,17053
competition_with_rl,2b_Hurink_edata_1_workers.fjs,3,1002,113.65410711331012,54.0,2.3146975158454284,2.104705687283521,171210,5000000,13995.89487028122,18405
competition_with_rl,2b_Hurink_edata_1_workers.fjs,4,1003,107.40622334937879,51.0,2.1835978007016146,2.106004379399584,1892640,5000000,14022.26423239708,17863
competition_with_rl,2b_Hurink_edata_1_workers.fjs,5,1004,107.40707201812984,51.0,2.553600684482537,2.1060210199633302,3550040,5000000,13862.915794849396,16812
competition_with_rl,2b_Hurink_edata_1_workers.fjs,6,1005,107.47872220766784,51.0,1.5166686573662664,2.107425925640546,4971480,5000000,14133.715674877167,18446
competition_with_rl,2b_Hurink_edata_1_workers.fjs,7,1006,108.6446150261785,51.0,4.5935147965439125,2.130286569140755,3979460,5000000,13829.813736438751,16860
competition_with_rl,2b_Hurink_edata_1_workers.fjs,8,1007,107.85020551581842,51.0,2.4098489763267916,2.1147099120748707,3911070,5000000,13947.62178516388,17705
competition_with_rl,2b_Hurink_edata_1_workers.fjs,9,1008,107.27044458322234,51.0,2.318482987096139,2.1033420506514187,4425950,5000000,13710.641144514084,16328
competition_with_rl,2b_Hurink_edata_1_workers.fjs,10,1009,113.73027482655641,54.0,3.136474607336015,2.1061162004917855,1078360,5000000,13843.273300409317,16607
competition_with_rl,2b_Hurink_edata_6_workers.fjs,1,1000,1234.630033294042,588.0,16.900187129013776,2.099710940976262,3463590,5000000,18938.19241786003,24309
competition_with_rl,2b_Hurink_edata_6_workers.fjs,2,1001,1247.2883059567398,594.0,27.623268229824586,2.099811962890134,2851260,5000000,18003.01133942604,20761
competition_with_rl,2b_Hurink_edata_6_workers.fjs,3,1002,1241.6275192167525,589.0,21.118660076114264,2.108026348415539,3882360,5000000,18190.68550300598,21621
competition_with_rl,2b_Hurink_edata_6_workers.fjs,4,1003,1301.1375783003848,618.0,30.650210773888134,2.105400612136545,1694910,5000000,19964.45976471901,26404
competition_with_rl,2b_Hurink_edata_6_workers.fjs,5,1004,1243.0838054025387,590.0,18.488274122106162,2.1069217040720996,4328240,5000000,18149.963481903076,20904
competition_with_rl,2b_Hurink_edata_6_workers.fjs,6,1005,1224.1586303746417,582.0,24.08056814422143,2.103365344286326,2800190,5000000,18469.16420197487,23200
competition_with_rl,2b_Hurink_edata_6_workers.fjs,7,1006,1246.9264473008197,589.0,32.059303083686686,2.1170228307314427,4741930,5000000,18307.664595127106,21511
competition_with_rl,2b_Hurink_edata_6_workers.fjs,8,1007,1246.1889274372065,589.0,18.528658389045567,2.1157706747660554,3853280,5000000,18350.605147123337,22658
competition_with_rl,2b_Hurink_edata_6_workers.fjs,9,1008,1194.176439924295,562.0,35.21890191215606,2.1248691101855783,573480,5000000,18656.339842796326,22759
competition_with_rl,2b_Hurink_edata_6_workers.fjs,10,1009,1280.877745726996,600.0,32.97484339985029,2.1347962428783265,602810,5000000,18147.69067454338,21835
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,1,1000,2209.961748124226,1033.0,43.83730033386974,2.1393627764997345,4629940,5000000,82474.79836201668,73251
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,2,1001,2390.428451338128,1117.0,41.963446878079814,2.140043376309873,3777890,5000000,88552.97586941719,84837
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,3,1002,2120.0821767877674,1000.0,28.426818383913265,2.1200821767877676,1327650,5000000,88016.98589158058,84217
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,4,1003,2185.9040465453963,1017.0,44.65430913963823,2.1493648441940967,2882350,5000000,83681.64696669579,75680
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,5,1004,2344.980750208867,1112.0,28.68146222354353,2.1087956386770386,210020,5000000,88014.3957657814,81887
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,6,1005,2084.133763347997,980.0,21.215348746683496,2.1266671054571398,2289300,5000000,87092.09355640411,85000
competition_with_rl,2c_Hurink_rdata_28_workers.fjs,7,1006,2186.750100518053,1015.0,42.89632085361187,2.1544335965695103,331780,5000000,85287.60441446304,78409
