Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
3_DPpaulli_15_workers.fjs;1;1000;6252.611363699783;2943.0;50.00317169795305;2.1245706298674087;587870;920910;129601.51909279823;57459
3_DPpaulli_15_workers.fjs;2;1001;6202.934666896343;2921.0;57.54969846762793;2.123565445702274;300930;886730;129600.28838562965;57711
3_DPpaulli_15_workers.fjs;3;1002;6521.166460486822;3078.0;53.62079007964749;2.11863757650644;687370;776720;129601.2668466568;59403
3_DPpaulli_15_workers.fjs;4;1003;7112.429218393266;3354.0;66.44324299530905;2.1205811623116473;236530;662660;129600.07622671127;60763
3_DPpaulli_15_workers.fjs;5;1004;6373.29600270243;3010.0;42.991185554010826;2.1173740872765547;477380;949890;129600.05099248886;57620
3_DPpaulli_15_workers.fjs;6;1005;6067.017077888047;2867.0;45.04620223777843;2.116155241677031;309030;1031040;129601.25764465332;56660
3_DPpaulli_15_workers.fjs;7;1006;6814.585051407517;3191.0;70.94095989144184;2.1355641026034213;330080;815590;129601.25714540482;58949
3_DPpaulli_15_workers.fjs;8;1007;6385.255268010076;3019.0;50.879173815350086;2.1150232752600453;368800;990310;129600.0733385086;56940
3_DPpaulli_15_workers.fjs;9;1008;6475.223438055276;3050.0;64.22592980158825;2.12302407805091;307480;811700;129600.17149448395;57692
3_DPpaulli_15_workers.fjs;10;1009;6616.653505107142;3106.0;74.165854063652;2.130281231521939;204270;1044530;129600.81625199318;56067
