Instance;SuccessfulRuns;BestFitness;MeanFitness;StdFitness;BestRun;BestSeed;MeanRuntimeSeconds;MeanFunctionEvaluations
5_Kacem_3_workers.fjs;10;15.293996160379747;16.87169400566727;0.9022848115015276;9;1008;23065.785690832137;3045638
