Instance;Run;Seed;Fitness;DeterministicMakespan;FinalRobustStdev;FinalR;FunctionEvaluations;RawFunctionEvaluations;RuntimeSeconds;Generations
5_Kacem_3_workers.fjs;1;1000;18.99599928603982;9.0;0.8493513138732393;2.1106665873377577;661070;5000000;23340.71366095543;17420
5_Kacem_3_workers.fjs;2;1001;16.527182891164884;8.0;0.8762898691700598;2.0658978613956105;4555010;5000000;23059.703818321228;16904
5_Kacem_3_workers.fjs;3;1002;16.55493916013881;8.0;0.4374320892733239;2.0693673950173515;4315340;5000000;23202.71890091896;17155
5_Kacem_3_workers.fjs;4;1003;16.698481276681985;8.0;0.5044030973483438;2.087310159585248;2360200;5000000;23098.24587082863;16738
5_Kacem_3_workers.fjs;5;1004;16.833654307522295;8.0;0.6879260454934979;2.104206788440287;2910870;5000000;22950.827612638474;17056
5_Kacem_3_workers.fjs;6;1005;16.838073589473066;8.0;0.6743034025222202;2.104759198684133;2363360;5000000;22930.97367453575;16900
5_Kacem_3_workers.fjs;7;1006;17.061073863432043;8.0;1.4094179162349285;2.1326342329290053;3793410;5000000;22983.229026317596;16760
5_Kacem_3_workers.fjs;8;1007;17.064740763691333;8.0;0.4759340234987205;2.1330925954614166;921110;5000000;23044.451316833496;16727
5_Kacem_3_workers.fjs;9;1008;15.293996160379747;7.0;0.5973411553490683;2.184856594339964;3593390;5000000;22962.736151456833;16740
5_Kacem_3_workers.fjs;10;1009;16.84879875814871;8.0;1.0101190031747231;2.106099844768589;4982620;5000000;23084.256875514984;16718
